libelle_departement,code_departement,date,indicateur,valeur
Finistère,29,01/01/2000,Production d'électricité par éolien terrestre (Mwh),7877.0
Finistère,29,01/01/2001,Production d'électricité par éolien terrestre (Mwh),16842.0
Finistère,29,01/01/2002,Production d'électricité par éolien terrestre (Mwh),21218.0
Finistère,29,01/01/2003,Production d'électricité par éolien terrestre (Mwh),27164.0
Finistère,29,01/01/2004,Production d'électricité par éolien terrestre (Mwh),34771.0
Finistère,29,01/01/2005,Production d'électricité par éolien terrestre (Mwh),69711.0
Finistère,29,01/01/2006,Production d'électricité par éolien terrestre (Mwh),109066.0
Finistère,29,01/01/2007,Production d'électricité par éolien terrestre (Mwh),159728.0
Finistère,29,01/01/2008,Production d'électricité par éolien terrestre (Mwh),208894.0
Finistère,29,01/01/2009,Production d'électricité par éolien terrestre (Mwh),238722.0
Finistère,29,01/01/2010,Production d'électricité par éolien terrestre (Mwh),272930.0
Finistère,29,01/01/2011,Production d'électricité par éolien terrestre (Mwh),275272.0
Finistère,29,01/01/2012,Production d'électricité par éolien terrestre (Mwh),290844.0
Finistère,29,01/01/2013,Production d'électricité par éolien terrestre (Mwh),314268.0
Finistère,29,01/01/2014,Production d'électricité par éolien terrestre (Mwh),314268.0
Finistère,29,01/01/2015,Production d'électricité par éolien terrestre (Mwh),315528.0
Finistère,29,01/01/2016,Production d'électricité par éolien terrestre (Mwh),335256.0
Finistère,29,01/01/2017,Production d'électricité par éolien terrestre (Mwh),325668.0
Finistère,29,01/01/2018,Production d'électricité par éolien terrestre (Mwh),385187.0
Finistère,29,01/01/2019,Production d'électricité par éolien terrestre (Mwh),421615.0
Finistère,29,01/01/2020,Production d'électricité par éolien terrestre (Mwh),479990.0
Finistère,29,01/01/2021,Production d'électricité par éolien terrestre (Mwh),386625.0
Finistère,29,01/01/2022,Production d'électricité par éolien terrestre (Mwh),359197.0
Finistère,29,01/01/2023,Production d'électricité par éolien terrestre (Mwh),398004.0
Finistère,29,01/01/2024,Production d'électricité par éolien terrestre (Mwh),361478.0
Ille-et-Vilaine,35,01/01/2000,Production d'électricité par éolien terrestre (Mwh),30.0
Ille-et-Vilaine,35,01/01/2001,Production d'électricité par éolien terrestre (Mwh),30.0
Ille-et-Vilaine,35,01/01/2002,Production d'électricité par éolien terrestre (Mwh),30.0
Ille-et-Vilaine,35,01/01/2003,Production d'électricité par éolien terrestre (Mwh),30.0
Ille-et-Vilaine,35,01/01/2004,Production d'électricité par éolien terrestre (Mwh),30.0
Ille-et-Vilaine,35,01/01/2005,Production d'électricité par éolien terrestre (Mwh),2101.0
Ille-et-Vilaine,35,01/01/2006,Production d'électricité par éolien terrestre (Mwh),4120.0
Ille-et-Vilaine,35,01/01/2007,Production d'électricité par éolien terrestre (Mwh),8122.0
Ille-et-Vilaine,35,01/01/2008,Production d'électricité par éolien terrestre (Mwh),42254.0
Ille-et-Vilaine,35,01/01/2009,Production d'électricité par éolien terrestre (Mwh),80619.0
Ille-et-Vilaine,35,01/01/2010,Production d'électricité par éolien terrestre (Mwh),97910.0
Ille-et-Vilaine,35,01/01/2011,Production d'électricité par éolien terrestre (Mwh),126168.0
Ille-et-Vilaine,35,01/01/2012,Production d'électricité par éolien terrestre (Mwh),131967.0
Ille-et-Vilaine,35,01/01/2013,Production d'électricité par éolien terrestre (Mwh),143225.0
Ille-et-Vilaine,35,01/01/2014,Production d'électricité par éolien terrestre (Mwh),143385.0
Ille-et-Vilaine,35,01/01/2015,Production d'électricité par éolien terrestre (Mwh),163271.0
Ille-et-Vilaine,35,01/01/2016,Production d'électricité par éolien terrestre (Mwh),172515.0
Ille-et-Vilaine,35,01/01/2017,Production d'électricité par éolien terrestre (Mwh),174281.0
Ille-et-Vilaine,35,01/01/2018,Production d'électricité par éolien terrestre (Mwh),224778.0
Ille-et-Vilaine,35,01/01/2019,Production d'électricité par éolien terrestre (Mwh),279084.0
Ille-et-Vilaine,35,01/01/2020,Production d'électricité par éolien terrestre (Mwh),314823.0
Ille-et-Vilaine,35,01/01/2021,Production d'électricité par éolien terrestre (Mwh),278719.0
Ille-et-Vilaine,35,01/01/2022,Production d'électricité par éolien terrestre (Mwh),278201.0
Ille-et-Vilaine,35,01/01/2023,Production d'électricité par éolien terrestre (Mwh),342035.0
Ille-et-Vilaine,35,01/01/2024,Production d'électricité par éolien terrestre (Mwh),329779.0
Morbihan,56,01/01/2000,Production d'électricité par éolien terrestre (Mwh),0.0
Morbihan,56,01/01/2001,Production d'électricité par éolien terrestre (Mwh),0.0
Morbihan,56,01/01/2002,Production d'électricité par éolien terrestre (Mwh),0.0
Morbihan,56,01/01/2003,Production d'électricité par éolien terrestre (Mwh),0.0
Morbihan,56,01/01/2004,Production d'électricité par éolien terrestre (Mwh),277.0
Morbihan,56,01/01/2005,Production d'électricité par éolien terrestre (Mwh),11476.0
Morbihan,56,01/01/2006,Production d'électricité par éolien terrestre (Mwh),83568.0
Morbihan,56,01/01/2007,Production d'électricité par éolien terrestre (Mwh),99895.0
Morbihan,56,01/01/2008,Production d'électricité par éolien terrestre (Mwh),120021.0
Morbihan,56,01/01/2009,Production d'électricité par éolien terrestre (Mwh),188543.0
Morbihan,56,01/01/2010,Production d'électricité par éolien terrestre (Mwh),289176.0
Morbihan,56,01/01/2011,Production d'électricité par éolien terrestre (Mwh),378389.0
Morbihan,56,01/01/2012,Production d'électricité par éolien terrestre (Mwh),402701.0
Morbihan,56,01/01/2013,Production d'électricité par éolien terrestre (Mwh),457295.0
Morbihan,56,01/01/2014,Production d'électricité par éolien terrestre (Mwh),505242.0
Morbihan,56,01/01/2015,Production d'électricité par éolien terrestre (Mwh),536458.0
Morbihan,56,01/01/2016,Production d'électricité par éolien terrestre (Mwh),571918.0
Morbihan,56,01/01/2017,Production d'électricité par éolien terrestre (Mwh),499069.0
Morbihan,56,01/01/2018,Production d'électricité par éolien terrestre (Mwh),610609.0
Morbihan,56,01/01/2019,Production d'électricité par éolien terrestre (Mwh),633537.0
Morbihan,56,01/01/2020,Production d'électricité par éolien terrestre (Mwh),738930.0
Morbihan,56,01/01/2021,Production d'électricité par éolien terrestre (Mwh),648528.0
Morbihan,56,01/01/2022,Production d'électricité par éolien terrestre (Mwh),634646.0
Morbihan,56,01/01/2023,Production d'électricité par éolien terrestre (Mwh),835403.0
Morbihan,56,01/01/2024,Production d'électricité par éolien terrestre (Mwh),690651.0
Côtes-d'Armor,22,01/01/2000,Production d'électricité par éolien en mer (Mwh),0.0
Côtes-d'Armor,22,01/01/2001,Production d'électricité par éolien en mer (Mwh),0.0
Côtes-d'Armor,22,01/01/2002,Production d'électricité par éolien en mer (Mwh),0.0
Côtes-d'Armor,22,01/01/2003,Production d'électricité par éolien en mer (Mwh),0.0
Côtes-d'Armor,22,01/01/2004,Production d'électricité par éolien en mer (Mwh),0.0
Côtes-d'Armor,22,01/01/2005,Production d'électricité par éolien en mer (Mwh),0.0
Côtes-d'Armor,22,01/01/2006,Production d'électricité par éolien en mer (Mwh),0.0
Côtes-d'Armor,22,01/01/2007,Production d'électricité par éolien en mer (Mwh),0.0
Côtes-d'Armor,22,01/01/2008,Production d'électricité par éolien en mer (Mwh),0.0
Côtes-d'Armor,22,01/01/2009,Production d'électricité par éolien en mer (Mwh),0.0
Côtes-d'Armor,22,01/01/2010,Production d'électricité par éolien en mer (Mwh),0.0
Côtes-d'Armor,22,01/01/2011,Production d'électricité par éolien en mer (Mwh),0.0
Côtes-d'Armor,22,01/01/2012,Production d'électricité par éolien en mer (Mwh),0.0
Côtes-d'Armor,22,01/01/2013,Production d'électricité par éolien en mer (Mwh),0.0
Côtes-d'Armor,22,01/01/2014,Production d'électricité par éolien en mer (Mwh),0.0
Côtes-d'Armor,22,01/01/2015,Production d'électricité par éolien en mer (Mwh),0.0
Côtes-d'Armor,22,01/01/2016,Production d'électricité par éolien en mer (Mwh),0.0
Côtes-d'Armor,22,01/01/2017,Production d'électricité par éolien en mer (Mwh),0.0
Côtes-d'Armor,22,01/01/2018,Production d'électricité par éolien en mer (Mwh),0.0
Côtes-d'Armor,22,01/01/2019,Production d'électricité par éolien en mer (Mwh),0.0
Côtes-d'Armor,22,01/01/2020,Production d'électricité par éolien en mer (Mwh),0.0
Côtes-d'Armor,22,01/01/2021,Production d'électricité par éolien en mer (Mwh),0.0
Côtes-d'Armor,22,01/01/2022,Production d'électricité par éolien en mer (Mwh),0.0
Côtes-d'Armor,22,01/01/2023,Production d'électricité par éolien en mer (Mwh),114603.0
Côtes-d'Armor,22,01/01/2024,Production d'électricité par éolien en mer (Mwh),1203559.0
Côtes-d'Armor,22,01/01/2008,Puissance installée d'électricité par panneaux solaires photovoltaïques (kw),0.0
Côtes-d'Armor,22,01/01/2009,Puissance installée d'électricité par panneaux solaires photovoltaïques (kw),0.0
Côtes-d'Armor,22,01/01/2010,Puissance installée d'électricité par panneaux solaires photovoltaïques (kw),0.0
Côtes-d'Armor,22,01/01/2011,Puissance installée d'électricité par panneaux solaires photovoltaïques (kw),0.0
Côtes-d'Armor,22,01/01/2012,Puissance installée d'électricité par panneaux solaires photovoltaïques (kw),0.0
Côtes-d'Armor,22,01/01/2013,Puissance installée d'électricité par panneaux solaires photovoltaïques (kw),0.0
Côtes-d'Armor,22,01/01/2014,Puissance installée d'électricité par panneaux solaires photovoltaïques (kw),0.0
Côtes-d'Armor,22,01/01/2015,Puissance installée d'électricité par panneaux solaires photovoltaïques (kw),0.0
Côtes-d'Armor,22,01/01/2016,Puissance installée d'électricité par panneaux solaires photovoltaïques (kw),0.0
Côtes-d'Armor,22,01/01/2017,Puissance installée d'électricité par panneaux solaires photovoltaïques (kw),0.0
Côtes-d'Armor,22,01/01/2018,Puissance installée d'électricité par panneaux solaires photovoltaïques (kw),0.0
Côtes-d'Armor,22,01/01/2019,Puissance installée d'électricité par panneaux solaires photovoltaïques (kw),0.0
Côtes-d'Armor,22,01/01/2020,Puissance installée d'électricité par panneaux solaires photovoltaïques (kw),0.0
Côtes-d'Armor,22,01/01/2021,Puissance installée d'électricité par panneaux solaires photovoltaïques (kw),0.0
Côtes-d'Armor,22,01/01/2022,Puissance installée d'électricité par panneaux solaires photovoltaïques (kw),0.0
Côtes-d'Armor,22,01/01/2023,Puissance installée d'électricité par panneaux solaires photovoltaïques (kw),0.0
Côtes-d'Armor,22,01/01/2024,Puissance installée d'électricité par panneaux solaires photovoltaïques (kw),0.0
Finistère,29,01/01/2008,Puissance installée d'électricité par panneaux solaires photovoltaïques (kw),0.0
Finistère,29,01/01/2009,Puissance installée d'électricité par panneaux solaires photovoltaïques (kw),0.0
Finistère,29,01/01/2010,Puissance installée d'électricité par panneaux solaires photovoltaïques (kw),0.0
Finistère,29,01/01/2011,Puissance installée d'électricité par panneaux solaires photovoltaïques (kw),0.0
Finistère,29,01/01/2012,Puissance installée d'électricité par panneaux solaires photovoltaïques (kw),0.0
Finistère,29,01/01/2013,Puissance installée d'électricité par panneaux solaires photovoltaïques (kw),0.0
Finistère,29,01/01/2014,Puissance installée d'électricité par panneaux solaires photovoltaïques (kw),0.0
Finistère,29,01/01/2015,Puissance installée d'électricité par panneaux solaires photovoltaïques (kw),0.0
Finistère,29,01/01/2016,Puissance installée d'électricité par panneaux solaires photovoltaïques (kw),0.0
Finistère,29,01/01/2017,Puissance installée d'électricité par panneaux solaires photovoltaïques (kw),0.0
Finistère,29,01/01/2018,Puissance installée d'électricité par panneaux solaires photovoltaïques (kw),0.0
Finistère,29,01/01/2019,Puissance installée d'électricité par panneaux solaires photovoltaïques (kw),0.0
Finistère,29,01/01/2020,Puissance installée d'électricité par panneaux solaires photovoltaïques (kw),0.0
Finistère,29,01/01/2021,Puissance installée d'électricité par panneaux solaires photovoltaïques (kw),0.0
Finistère,29,01/01/2022,Puissance installée d'électricité par panneaux solaires photovoltaïques (kw),0.0
Finistère,29,01/01/2023,Puissance installée d'électricité par panneaux solaires photovoltaïques (kw),0.0
Finistère,29,01/01/2024,Puissance installée d'électricité par panneaux solaires photovoltaïques (kw),0.0
Ille-et-Vilaine,35,01/01/2008,Puissance installée d'électricité par panneaux solaires photovoltaïques (kw),0.0
Ille-et-Vilaine,35,01/01/2009,Puissance installée d'électricité par panneaux solaires photovoltaïques (kw),0.0
Ille-et-Vilaine,35,01/01/2010,Puissance installée d'électricité par panneaux solaires photovoltaïques (kw),0.0
Ille-et-Vilaine,35,01/01/2011,Puissance installée d'électricité par panneaux solaires photovoltaïques (kw),0.0
Ille-et-Vilaine,35,01/01/2012,Puissance installée d'électricité par panneaux solaires photovoltaïques (kw),0.0
Ille-et-Vilaine,35,01/01/2013,Puissance installée d'électricité par panneaux solaires photovoltaïques (kw),0.0
Ille-et-Vilaine,35,01/01/2014,Puissance installée d'électricité par panneaux solaires photovoltaïques (kw),0.0
Ille-et-Vilaine,35,01/01/2015,Puissance installée d'électricité par panneaux solaires photovoltaïques (kw),0.0
Ille-et-Vilaine,35,01/01/2016,Puissance installée d'électricité par panneaux solaires photovoltaïques (kw),0.0
Ille-et-Vilaine,35,01/01/2017,Puissance installée d'électricité par panneaux solaires photovoltaïques (kw),0.0
Ille-et-Vilaine,35,01/01/2018,Puissance installée d'électricité par panneaux solaires photovoltaïques (kw),0.0
Ille-et-Vilaine,35,01/01/2019,Puissance installée d'électricité par panneaux solaires photovoltaïques (kw),0.0
Ille-et-Vilaine,35,01/01/2020,Puissance installée d'électricité par panneaux solaires photovoltaïques (kw),0.0
Ille-et-Vilaine,35,01/01/2021,Puissance installée d'électricité par panneaux solaires photovoltaïques (kw),0.0
Ille-et-Vilaine,35,01/01/2022,Puissance installée d'électricité par panneaux solaires photovoltaïques (kw),0.0
Ille-et-Vilaine,35,01/01/2023,Puissance installée d'électricité par panneaux solaires photovoltaïques (kw),0.0
Ille-et-Vilaine,35,01/01/2024,Puissance installée d'électricité par panneaux solaires photovoltaïques (kw),0.0
Morbihan,56,01/01/2008,Puissance installée d'électricité par panneaux solaires photovoltaïques (kw),0.0
Morbihan,56,01/01/2009,Puissance installée d'électricité par panneaux solaires photovoltaïques (kw),275.0
Morbihan,56,01/01/2010,Puissance installée d'électricité par panneaux solaires photovoltaïques (kw),7515.0
Morbihan,56,01/01/2011,Puissance installée d'électricité par panneaux solaires photovoltaïques (kw),17164.0
Morbihan,56,01/01/2012,Puissance installée d'électricité par panneaux solaires photovoltaïques (kw),23821.0
Morbihan,56,01/01/2013,Puissance installée d'électricité par panneaux solaires photovoltaïques (kw),26552.0
Morbihan,56,01/01/2014,Puissance installée d'électricité par panneaux solaires photovoltaïques (kw),29267.0
Morbihan,56,01/01/2015,Puissance installée d'électricité par panneaux solaires photovoltaïques (kw),31100.0
Morbihan,56,01/01/2016,Puissance installée d'électricité par panneaux solaires photovoltaïques (kw),32234.0
Morbihan,56,01/01/2017,Puissance installée d'électricité par panneaux solaires photovoltaïques (kw),34933.0
Morbihan,56,01/01/2018,Puissance installée d'électricité par panneaux solaires photovoltaïques (kw),40949.0
Morbihan,56,01/01/2019,Puissance installée d'électricité par panneaux solaires photovoltaïques (kw),45047.0
Morbihan,56,01/01/2020,Puissance installée d'électricité par panneaux solaires photovoltaïques (kw),49583.0
Morbihan,56,01/01/2021,Puissance installée d'électricité par panneaux solaires photovoltaïques (kw),59504.0
